Zone,Id,Type,Lat,Long
Zone_1,3787,single_house,7.747024963,48.63131999
Zone_1,3660,single_house,7.747119978,48.63064036
Zone_1,3740,single_house,7.747039298,48.63109384
Zone_1,4000,single_house,7.74798986,48.6322194
Zone_1,3850,single_house,7.748230398,48.63156544
Zone_1,3735,single_house,7.747975003,48.63101374
Zone_1,3777,single_house,7.747767657,48.63119849
Zone_1,3818,single_house,7.747441011,48.63146314
Zone_1,3794,single_house,7.748971431,48.63128679
Zone_1,3680,single_house,7.74790466,48.63075609
Zone_1,3689,single_house,7.748448015,48.63075762
Zone_1,3810,single_house,7.748191167,48.63137717
Zone_1,3771,single_house,7.748228719,48.63119486
Zone_1,3683,single_house,7.747656696,48.63077928
Zone_1,3706,single_house,7.748705008,48.63079082
Zone_1,4154,school,7.746234745,48.63302186
Zone_1,3744,single_house,7.748700801,48.63102539
Zone_1,3817,single_house,7.746994427,48.63149188
Zone_1,3869,single_house,7.74797344,48.63166601
Zone_1,3955,single_house,7.747964389,48.63204101
Zone_1,3718,single_house,7.748945565,48.63085209
Zone_1,4005,single_house,7.748264836,48.63223799
Zone_1,3677,single_house,7.747039445,48.63078539
Zone_1,3864,single_house,7.748582394,48.63159337
Zone_1,3349,single_house,7.752073555,48.62722763
Zone_1,3398,single_house,7.752570959,48.62798416
Zone_1,3290,collective_house,7.749658382,48.62586914
Zone_1,3303,garage,7.750124733,48.6260696
Zone_1,3292,collective_house,7.750448047,48.62586178
Zone_1,3305,collective_house,7.750560585,48.62615228
Zone_1,3310,collective_house,7.750228998,48.62635362
Zone_1,3311,collective_house,7.74901522,48.62623273
Zone_1,3312,collective_house,7.749653753,48.6265535
Zone_1,3343,garage,7.753061481,48.62705625
Zone_1,3328,single_house,7.751550056,48.62689722
Zone_1,3326,single_house,7.751300113,48.62682555
Zone_1,3291,commercial_building,7.752742835,48.62575698
Zone_1,3282,single_house,7.752299262,48.62564348
Zone_1,4685,collective_house,7.755079853,48.63052244
Zone_1,4141,single_house,7.75431301,48.63260008
Zone_1,3147,single_house,7.751394705,48.62423683
Zone_1,3157,single_house,7.750752764,48.62432133
Zone_1,3162,single_house,7.751517675,48.62433813
Zone_1,3130,single_house,7.750966916,48.62402327
Zone_1,3129,single_house,7.750512365,48.6240361
Zone_1,3116,single_house,7.750409011,48.62389162
Zone_1,3120,single_house,7.750942239,48.62389209
Zone_1,3138,single_house,7.748725138,48.62424399
Zone_1,3121,single_house,7.748667803,48.62398909
Zone_1,3131,single_house,7.751190931,48.62402517
Zone_1,3122,single_house,7.749043273,48.62398285
